id,name,department,salary,employmentType
2036,Bob Johnson,HR,48870.19,1
2037,Michael Lee,Finance,82049.03,2
2038,Jane Smith,Marketing,56129.95,0
2039,Charlie Davis,Engineering,71157.62,2
2040,David Martinez,Finance,66545.36,0
2041,David Martinez,Engineering,73655.15,2
2042,John Doe,Marketing,87723.58,1
2043,Emily Wilson,Marketing,67028.42,1
2044,David Martinez,Sales,98213.28,2
2045,Sophia Garcia,Finance,73466.41,0
2046,Emily Wilson,HR,35714.73,2
2047,John Doe,Sales,72064.35,2
2048,Emily Wilson,Marketing,94581.83,0
2049,Jane Smith,Sales,85991.91,1
2050,Olivia White,Finance,38216.76,1
2051,Sophia Garcia,Finance,43298.62,2
2052,David Martinez,HR,48901.04,1
2053,Emily Wilson,Sales,90541.07,0
2054,Sophia Garcia,Finance,86172.08,0
2055,Charlie Davis,Engineering,68079.17,2
2056,Charlie Davis,Engineering,49997.54,2
2057,Bob Johnson,HR,97060.63,0
2058,Sophia Garcia,Finance,44946.87,1
2059,Bob Johnson,Finance,69229.03,1
2060,Charlie Davis,Finance,45079.44,1
2061,Sophia Garcia,HR,43328.2,1
2062,Jane Smith,Finance,45243.81,0
2063,John Doe,Sales,74915.69,2
2064,Charlie Davis,Engineering,65606.3,1
2065,Alice Brown,Sales,66736.46,0
2066,Olivia White,Sales,86876.77,1
2067,John Doe,Sales,79027.45,2
2068,Emily Wilson,HR,43747.06,0
2069,Sophia Garcia,Marketing,44861.35,2
2070,Michael Lee,Sales,47169.86,0
2071,Emily Wilson,Engineering,59605.88,2
2072,Jane Smith,HR,91024.26,1
2073,Bob Johnson,Marketing,99097.49,0
2074,Olivia White,Sales,95138.08,2
2075,Alice Brown,Finance,61560.32,1
2076,Michael Lee,Marketing,72262.84,2
2077,David Martinez,Sales,40329.93,0
2078,Charlie Davis,Finance,91231.19,0
2079,Jane Smith,Marketing,93031.35,2
2080,Michael Lee,Engineering,48463.06,0
2081,Alice Brown,Engineering,47975.98,2
2082,John Doe,HR,55604.71,2
2083,David Martinez,Engineering,64820.41,1
2084,Charlie Davis,Finance,48873.13,2
2085,Olivia White,Sales,48718.2,2
2086,Jane Smith,HR,80718.69,1
2087,David Martinez,Sales,52551.69,0
2088,Michael Lee,Marketing,74867.84,2
2089,David Martinez,Marketing,72716.01,0
2090,Bob Johnson,HR,30146.15,2
2091,Bob Johnson,HR,59542.86,0
2092,Olivia White,Finance,83355.09,2
2093,Michael Lee,HR,91582.5,0
2094,David Martinez,Finance,31957.8,2
2095,Charlie Davis,Marketing,67729.75,1
2096,Jane Smith,Engineering,72790.8,1
2097,Alice Brown,Sales,73301.17,2
2098,Jane Smith,Engineering,37329.44,1
2099,Alice Brown,Finance,97898.44,1
2100,John Doe,Sales,33873.92,2
2101,David Martinez,Engineering,98871.41,1
2102,Sophia Garcia,Engineering,32623.94,0
2103,Bob Johnson,HR,80864.23,1
2104,Alice Brown,Finance,87230.67,0
2105,Michael Lee,Sales,68366.49,1
2106,Michael Lee,Marketing,52237.31,1
2107,Jane Smith,Marketing,44293.31,0
2108,Bob Johnson,Marketing,65886.33,1
2109,David Martinez,Sales,37222.24,2
2110,Olivia White,Engineering,87538.92,0
2111,John Doe,Finance,70495.38,2
2112,Jane Smith,Engineering,95780.76,2
2113,Olivia White,Finance,98245.33,1
2114,Jane Smith,Engineering,93011.4,0
2115,Alice Brown,Marketing,50279.15,0
2116,Sophia Garcia,Sales,60896.2,0
2117,Michael Lee,Engineering,95609.28,1
2118,Sophia Garcia,Sales,94562.86,0
2119,Emily Wilson,Engineering,97768.03,0
2120,Bob Johnson,HR,48240.23,2
2121,Olivia White,Finance,93132.94,1
2122,Bob Johnson,Finance,73229.41,2
2123,Jane Smith,HR,78968.54,1
2124,Alice Brown,Marketing,97038.28,0
2125,Michael Lee,Marketing,81731.08,1
2126,Emily Wilson,Finance,37218.54,1
2127,David Martinez,Engineering,93019.86,2
2128,Michael Lee,Finance,31753.76,1
2129,Emily Wilson,Marketing,46566.25,1
2130,Olivia White,HR,85848.99,1
2131,Emily Wilson,Finance,49614.73,0
2132,Sophia Garcia,HR,41716.62,1
2133,Alice Brown,Sales,98350.15,0
2134,Bob Johnson,Marketing,60786.06,1
2135,Bob Johnson,Finance,77566.48,0
2136,Emily Wilson,HR,85883.98,0
2137,Michael Lee,Engineering,95629.86,2
2138,Jane Smith,Engineering,88287.6,2
2139,Jane Smith,Finance,44514.57,0
2140,Sophia Garcia,Marketing,69246.68,0
2141,David Martinez,Finance,77467.63,1
2142,Olivia White,Finance,99597.81,0
2143,Michael Lee,Sales,47701.18,0
2144,Charlie Davis,Engineering,43023.58,1
2145,John Doe,Finance,85585.94,2
2146,Sophia Garcia,Finance,30847.8,2
2147,Emily Wilson,Sales,78171.61,0
2148,Emily Wilson,Engineering,33446.74,0
2149,John Doe,HR,39989.99,1
2150,Bob Johnson,Marketing,49325.55,2
2151,David Martinez,Engineering,35132.26,2
2152,Michael Lee,Sales,72909.97,0
2153,Michael Lee,Sales,75494.27,1
2154,Jane Smith,Finance,60682.42,0
2155,Olivia White,HR,93623.39,1
2156,John Doe,Finance,52501.21,0
2157,Sophia Garcia,Sales,51460.37,2
2158,Bob Johnson,HR,49382.16,0
2159,John Doe,Finance,42962.92,0
2160,David Martinez,Finance,81210.33,0
2161,David Martinez,Finance,37548.97,1
2162,Charlie Davis,Sales,79319.38,0
2163,David Martinez,HR,63166.28,1
2164,Charlie Davis,Finance,40761.21,2
2165,John Doe,Sales,53964.48,1
2166,Emily Wilson,HR,52025.12,2
2167,Michael Lee,Sales,30989.21,0
2168,David Martinez,Marketing,69380.79,1
2169,Emily Wilson,HR,87281.04,1
2170,Sophia Garcia,HR,86194.74,1
2171,Olivia White,Finance,49135.79,2
2172,Emily Wilson,Marketing,81605.32,0
2173,Emily Wilson,Engineering,52747.02,2
2174,Alice Brown,HR,57714.34,2
2175,Alice Brown,Engineering,76053.54,1
2176,Jane Smith,Marketing,51828.59,2
2177,Olivia White,Engineering,86832.24,1
2178,Alice Brown,HR,61037.4,0
2179,John Doe,HR,66377.05,0
2180,David Martinez,Sales,82544.77,1
2181,Bob Johnson,HR,88437.68,2
2182,David Martinez,HR,70298.61,2
2183,John Doe,Engineering,83475.34,1
2184,John Doe,Sales,94416.61,0
2185,John Doe,Engineering,91355.51,1
2186,Bob Johnson,HR,63184.85,2
2187,Charlie Davis,Marketing,48655.05,1
2188,Jane Smith,HR,82133.3,1
2189,Sophia Garcia,Sales,77247.42,2
2190,Emily Wilson,Marketing,84641.84,2
2191,Jane Smith,Finance,95293.82,0
2192,Olivia White,HR,98516.48,2
2193,Jane Smith,Sales,91710.14,0
2194,Emily Wilson,Finance,91944.84,1
2195,John Doe,Sales,52526.65,1
2196,Sophia Garcia,Finance,47422.98,1
2197,Emily Wilson,Engineering,90618.76,0
2198,Jane Smith,HR,46514.18,0
2199,Jane Smith,Finance,44997.96,1
2200,Jane Smith,Engineering,92149.01,2
2201,Olivia White,Marketing,83055.13,1
2202,John Doe,Sales,85906.58,0
2203,John Doe,HR,72334.65,2
2204,Alice Brown,Engineering,38825.21,1
2205,Jane Smith,Sales,53813.92,1
2206,Sophia Garcia,Sales,83137.41,0
2207,Charlie Davis,Sales,59924.38,0
2208,Olivia White,Marketing,75925.04,1
2209,Olivia White,Sales,46656.36,0
2210,Emily Wilson,Engineering,40534.64,1
2211,Bob Johnson,Sales,55256.66,2
2212,Alice Brown,Sales,46659.17,2
2213,Michael Lee,Engineering,53276.45,1
2214,Olivia White,Sales,35068.38,2
2215,Bob Johnson,Engineering,93473.61,2
2216,Jane Smith,Finance,96888.06,2
2217,Olivia White,Engineering,56056.51,2
2218,David Martinez,Engineering,30007.57,2
2219,Michael Lee,Engineering,36438.06,0
2220,Emily Wilson,HR,87185.98,0
2221,Charlie Davis,HR,95247.31,0
2222,David Martinez,Sales,71681.29,2
2223,Bob Johnson,Sales,30394.66,2
2224,Charlie Davis,Sales,30297.97,0
2225,Emily Wilson,Marketing,36160.49,1
2226,Sophia Garcia,Finance,74188.29,2
2227,Michael Lee,Engineering,60098.87,2
2228,Michael Lee,Sales,34618.35,1
2229,Emily Wilson,Sales,85544.76,1
2230,Emily Wilson,HR,99825.02,0
2231,Charlie Davis,Sales,51442.1,2
2232,John Doe,HR,85217.47,2
2233,John Doe,Engineering,77738.14,2
2234,Olivia White,Engineering,96063.64,2
2235,Alice Brown,Finance,51694.82,2
2236,Charlie Davis,Marketing,55831.04,1
2237,Jane Smith,Sales,46783.85,0
2238,Emily Wilson,Finance,78552.46,0
2239,David Martinez,Marketing,97439.01,0
2240,Olivia White,Finance,75946.21,0
2241,Jane Smith,Sales,62279.69,0
2242,David Martinez,Engineering,82594.47,2
2243,Alice Brown,Sales,75259.85,1
2244,Sophia Garcia,Finance,88122.75,1
2245,Jane Smith,Finance,84307.52,0
2246,Jane Smith,Engineering,99866.5,0
2247,Olivia White,Finance,91119.76,2
2248,Sophia Garcia,Finance,32102.63,2
2249,Emily Wilson,Engineering,78669.35,0
2250,Michael Lee,Finance,30856.23,0
2251,Olivia White,Marketing,68026.61,2
2252,Charlie Davis,Engineering,92875.86,0
2253,Emily Wilson,Finance,59449.16,0
2254,Michael Lee,Finance,47759.7,0
2255,David Martinez,Marketing,65553.1,0
2256,Michael Lee,Sales,77186.71,2
2257,Bob Johnson,Engineering,80592.18,1
2258,Olivia White,Finance,41805.68,2
2259,Bob Johnson,Engineering,93918.87,1
2260,Jane Smith,Sales,91863.77,2
2261,Michael Lee,Engineering,30255.88,0
2262,Sophia Garcia,HR,39240.1,1
2263,Alice Brown,Marketing,48948.14,2
2264,David Martinez,Finance,99218.44,2
2265,Sophia Garcia,Sales,62991.38,1
2266,Michael Lee,Sales,66345.15,2
2267,David Martinez,Marketing,82984.54,1
2268,Sophia Garcia,Sales,65635.63,2
2269,Charlie Davis,Engineering,88851.65,0
2270,Emily Wilson,Marketing,56004.69,1
2271,Charlie Davis,Marketing,91580.13,2
2272,John Doe,Sales,89679.16,0
2273,Michael Lee,Finance,62978.95,0
2274,Sophia Garcia,HR,43122.21,1
2275,David Martinez,Sales,77755.85,2
2276,Olivia White,Marketing,78860.73,2
2277,Bob Johnson,Finance,41793.13,0
2278,Sophia Garcia,HR,98096.37,2
2279,David Martinez,Finance,68207.58,1
2280,Olivia White,Engineering,53324.2,0
2281,Sophia Garcia,HR,86449.95,1
2282,Michael Lee,HR,72247.23,2
2283,John Doe,Marketing,49889.52,0
2284,Bob Johnson,HR,56129.32,2
2285,Bob Johnson,Marketing,63119.34,2
2286,Charlie Davis,Sales,45915.02,0
2287,Charlie Davis,HR,48423.56,2
2288,Bob Johnson,Sales,97758.68,2
2289,Bob Johnson,HR,47568.58,1
2290,Olivia White,Sales,92034.86,1
2291,Alice Brown,Marketing,85433.78,0
2292,Alice Brown,Sales,85999.98,0
2293,Olivia White,Sales,46070.21,0
2294,John Doe,Sales,49623.91,2
2295,David Martinez,Engineering,87836.93,1
2296,Alice Brown,Sales,56471.45,1
2297,Emily Wilson,Finance,41300.47,2
2298,David Martinez,Finance,43317.82,2
2299,John Doe,Finance,81682.66,0
2300,Charlie Davis,HR,63254.73,2
2301,Alice Brown,HR,32936.77,0
2302,Charlie Davis,HR,81834.76,1
2303,Charlie Davis,HR,85708.76,0
2304,Charlie Davis,Engineering,33103.06,1
2305,Emily Wilson,HR,92718.73,0
2306,John Doe,Marketing,65954.91,2
2307,Bob Johnson,Marketing,75296.19,1
2308,Olivia White,Marketing,96936.22,2
2309,Michael Lee,Marketing,82330.3,2
2310,Alice Brown,HR,36604.57,1
2311,Michael Lee,HR,33883.75,0
2312,Sophia Garcia,Sales,58379.51,1
2313,Sophia Garcia,Marketing,67434.77,2
2314,Sophia Garcia,Engineering,50628.32,2
2315,John Doe,Sales,69863.69,2
2316,Michael Lee,Sales,41546.7,2
2317,David Martinez,Engineering,43189.56,1
2318,Charlie Davis,HR,44751.12,1
2319,Emily Wilson,Engineering,45840.2,2
2320,John Doe,HR,80371.43,0
2321,Olivia White,Engineering,97690.11,0
2322,John Doe,Marketing,57919.36,2
2323,David Martinez,Finance,86680.62,2
2324,Charlie Davis,Marketing,45202.41,0
2325,Michael Lee,Engineering,88917.09,1
2326,Olivia White,Engineering,98003.4,1
2327,John Doe,Sales,87915.61,2
2328,Charlie Davis,Engineering,64365.79,2
2329,Emily Wilson,Finance,54194.14,0
2330,Olivia White,Engineering,55063.87,0
2331,Olivia White,Engineering,63544.19,2
2332,Sophia Garcia,Finance,37447.48,1
2333,Bob Johnson,Engineering,34334.97,0
2334,Alice Brown,HR,43770.5,2
2335,Emily Wilson,Sales,61434.88,2
2336,Alice Brown,HR,94577.8,2
2337,Charlie Davis,Finance,31970.36,0
2338,Michael Lee,Finance,52752.6,0
2339,Jane Smith,HR,47474.62,2
2340,Michael Lee,HR,58581.44,2
2341,Sophia Garcia,Engineering,94820.29,0
2342,Olivia White,Marketing,81482.68,0
2343,Sophia Garcia,Finance,80467.64,0
2344,Alice Brown,Marketing,74149.81,1
2345,Bob Johnson,Finance,58677.21,0
2346,David Martinez,Finance,61588.39,0
2347,Sophia Garcia,Engineering,57827.75,0
2348,Emily Wilson,Finance,89088.41,0
2349,Emily Wilson,Sales,40974.28,2
2350,Jane Smith,HR,58475.75,0
2351,Olivia White,HR,57266.51,2
2352,Bob Johnson,Engineering,61064.49,0
2353,Michael Lee,Engineering,86149.12,0
2354,Bob Johnson,Finance,38780.64,0
2355,Alice Brown,Marketing,45021.86,0
2356,Charlie Davis,Marketing,66132.59,0
2357,Emily Wilson,Finance,78726.56,1
2358,Alice Brown,Marketing,57980.68,1
2359,Emily Wilson,Sales,50870.67,0
2360,Alice Brown,HR,45191.94,1
2361,Emily Wilson,Marketing,48605.85,1
2362,John Doe,HR,42642.8,0
2363,Bob Johnson,Marketing,56803.64,2
2364,Michael Lee,Marketing,85804.98,0
2365,Jane Smith,Engineering,66843.25,0
2366,Bob Johnson,Engineering,68614.55,1
2367,Alice Brown,Sales,61737.71,0
2368,Bob Johnson,Finance,63800.54,0
2369,Charlie Davis,Sales,70994.62,0
2370,Jane Smith,Sales,75808.37,2
2371,Charlie Davis,Engineering,75669.16,2
2372,Olivia White,Engineering,43499.37,1
2373,David Martinez,Finance,89799.22,0
2374,Michael Lee,Finance,48247.58,0
2375,Emily Wilson,Finance,53025.6,0
2376,Charlie Davis,Sales,97222.51,0
2377,David Martinez,Finance,88053.17,0
2378,Bob Johnson,Sales,66832.23,2
2379,Jane Smith,HR,55051.09,0
2380,Bob Johnson,Finance,64901.62,2
2381,John Doe,HR,69200.96,1
2382,Sophia Garcia,Sales,96993.16,0
2383,Alice Brown,Engineering,44898.44,0
2384,Michael Lee,Finance,37568.91,0
2385,John Doe,Marketing,72253.1,0
2386,Bob Johnson,Sales,31829.82,2
2387,Alice Brown,Sales,65862.68,2
2388,John Doe,Finance,79592.59,0
2389,Olivia White,HR,88308.57,1
2390,David Martinez,Finance,92740.1,2
2391,Alice Brown,Engineering,35234.08,2
2392,Sophia Garcia,HR,82823.99,1
2393,Alice Brown,HR,47975.93,2
2394,Bob Johnson,Sales,94743.66,1
2395,John Doe,Marketing,53114.95,2
2396,Bob Johnson,Sales,35731.58,0
2397,Michael Lee,Sales,38205.69,2
2398,Michael Lee,Marketing,71592.49,1
2399,Sophia Garcia,HR,92438.41,2
2400,Bob Johnson,Finance,38757.2,1
2401,Sophia Garcia,HR,83305.17,2
2402,Charlie Davis,Marketing,31020.57,2
2403,Sophia Garcia,Engineering,35153.11,1
2404,Jane Smith,HR,43172.39,2
2405,Olivia White,Engineering,52393.87,0
2406,David Martinez,Marketing,38265.28,2
2407,Olivia White,Marketing,71515.61,0
2408,Alice Brown,Sales,84633.5,0
2409,Alice Brown,HR,49615.96,0
2410,Emily Wilson,HR,99722.23,2
2411,Jane Smith,HR,38757.94,2
2412,Charlie Davis,Marketing,47678.6,1
2413,Sophia Garcia,Sales,80926.87,2
2414,Jane Smith,Marketing,89088.02,2
2415,Bob Johnson,HR,53482.4,2
2416,Emily Wilson,Finance,83575.67,2
2417,Olivia White,HR,83841.43,2
2418,Sophia Garcia,Engineering,61918.04,1
2419,Olivia White,Sales,46767.2,1
2420,David Martinez,Sales,43839.88,1
2421,Emily Wilson,Sales,70856.74,2
2422,Emily Wilson,Finance,83384.34,2
2423,Bob Johnson,Marketing,74841.85,1
2424,Charlie Davis,Finance,38732.71,0
2425,Michael Lee,Finance,55763.77,0
2426,Michael Lee,Sales,42501.79,0
2427,Michael Lee,Sales,60990.5,0
2428,Olivia White,Sales,44566.5,1
2429,David Martinez,Marketing,50407.28,0
2430,John Doe,Sales,69591.03,2
2431,David Martinez,Marketing,84852.01,2
2432,Olivia White,Sales,88834.74,1
2433,Alice Brown,Marketing,42621.01,1
2434,Sophia Garcia,Marketing,42578.11,1
2435,Michael Lee,Marketing,58883.0,0
2436,Bob Johnson,Engineering,71636.36,0
2437,Jane Smith,Sales,34959.51,2
2438,Emily Wilson,Finance,48448.9,1
2439,Olivia White,Marketing,47124.4,1
2440,Alice Brown,HR,58763.28,0
2441,David Martinez,Engineering,64732.81,1
2442,Charlie Davis,Sales,94956.71,0
2443,Emily Wilson,Sales,49605.22,1
2444,Sophia Garcia,Sales,69897.77,2
2445,Jane Smith,Sales,52963.64,2
2446,Jane Smith,Sales,96420.02,0
2447,John Doe,Engineering,56444.56,1
2448,Emily Wilson,Sales,92079.75,0
2449,Sophia Garcia,Marketing,49363.73,1
2450,David Martinez,Engineering,30738.78,2
2451,Emily Wilson,Sales,37450.12,2
2452,Olivia White,Engineering,90628.77,1
2453,Jane Smith,HR,64649.95,0
2454,Michael Lee,Marketing,82382.47,2
2455,Sophia Garcia,HR,41051.78,1
2456,Olivia White,Finance,66139.93,1
2457,Charlie Davis,Engineering,65216.23,2
2458,Jane Smith,Finance,98532.36,2
2459,Olivia White,Sales,59061.52,2
2460,Michael Lee,Sales,56839.29,0
2461,David Martinez,Engineering,32043.16,2
2462,Bob Johnson,Marketing,92688.72,1
2463,Jane Smith,Engineering,33658.03,1
2464,Michael Lee,Engineering,79120.68,0
2465,Jane Smith,HR,30917.77,0
2466,Bob Johnson,Marketing,94057.96,2
2467,David Martinez,Finance,92370.65,0
2468,Alice Brown,Engineering,70333.26,0
2469,Jane Smith,HR,57245.16,0
2470,Michael Lee,Engineering,31418.5,1
2471,Emily Wilson,Finance,85121.48,0
2472,Alice Brown,Engineering,53400.25,1
2473,Michael Lee,Finance,86416.01,1
2474,Charlie Davis,Finance,35704.89,1
2475,David Martinez,HR,98872.5,0
2476,Emily Wilson,Engineering,46606.39,1
2477,David Martinez,Marketing,62279.51,2
2478,John Doe,Finance,78489.83,0
2479,Olivia White,Sales,41033.12,0
2480,John Doe,HR,88649.53,0
2481,John Doe,Engineering,34545.02,2
2482,Alice Brown,Sales,56137.65,2
2483,Jane Smith,Engineering,30223.32,2
2484,David Martinez,Engineering,91645.51,0
2485,Emily Wilson,Sales,81020.0,0
2486,Jane Smith,HR,64555.54,2
2487,Sophia Garcia,Sales,54920.42,1
2488,Bob Johnson,Sales,57562.63,0
2489,Jane Smith,HR,38383.61,1
2490,Bob Johnson,Finance,49675.14,2
2491,Charlie Davis,Finance,90070.38,1
2492,Jane Smith,HR,86592.67,2
2493,Bob Johnson,Finance,45079.54,2
2494,Alice Brown,Engineering,79688.5,0
2495,Jane Smith,HR,80918.06,1
2496,Sophia Garcia,Marketing,81851.89,2
2497,Michael Lee,HR,57486.73,2
2498,Alice Brown,HR,90482.48,0
2499,David Martinez,Marketing,80753.1,1
2500,Alice Brown,Finance,99888.66,0
2501,Emily Wilson,Sales,72881.59,2
2502,Emily Wilson,Finance,43162.54,1
2503,Olivia White,Engineering,93746.02,0
2504,David Martinez,Marketing,66827.21,2
2505,Michael Lee,Sales,88787.76,1
2506,Jane Smith,Engineering,33038.09,1
2507,Bob Johnson,Engineering,81720.06,0
2508,David Martinez,Finance,73825.4,0
2509,Charlie Davis,HR,53573.78,0
2510,Bob Johnson,Sales,48280.06,2
2511,Charlie Davis,Sales,59355.64,0
2512,John Doe,Engineering,58937.01,0
2513,Emily Wilson,Sales,53341.78,2
2514,Emily Wilson,HR,49196.29,2
2515,Alice Brown,Finance,98408.51,1
2516,Alice Brown,Engineering,45560.35,0
2517,Alice Brown,HR,39357.9,1
2518,Bob Johnson,Engineering,43873.94,2
2519,Charlie Davis,HR,91912.86,1
2520,Michael Lee,HR,76663.5,0
2521,Emily Wilson,Engineering,50535.96,1
2522,Bob Johnson,Finance,69739.99,2
2523,John Doe,Finance,32331.19,2
2524,David Martinez,Engineering,55457.59,1
2525,David Martinez,Sales,66966.46,0
2526,Emily Wilson,Finance,90974.3,1
2527,David Martinez,Finance,93962.83,1
2528,Emily Wilson,HR,83086.87,1
2529,Charlie Davis,Marketing,98019.89,2
2530,Olivia White,Engineering,98214.71,0
2531,Alice Brown,Marketing,51681.14,2
2532,Sophia Garcia,Marketing,68746.85,2
2533,Alice Brown,Finance,79193.67,1
2534,Emily Wilson,Marketing,81597.82,1
2535,John Doe,Engineering,75056.7,2
2536,Sophia Garcia,Marketing,36926.6,0
2537,John Doe,Sales,76983.86,0
2538,Bob Johnson,Sales,77037.94,0
2539,John Doe,Engineering,88396.44,0
2540,David Martinez,Finance,42227.06,1
2541,Emily Wilson,Marketing,66573.11,1
2542,Olivia White,Finance,83928.11,0
2543,Michael Lee,Sales,91662.28,2
2544,David Martinez,HR,87845.03,1
2545,Bob Johnson,Finance,71316.74,0
2546,John Doe,Marketing,69944.38,1
2547,Charlie Davis,Sales,60690.92,2
2548,Olivia White,Sales,79153.65,1
2549,Alice Brown,Marketing,98226.9,2
2550,John Doe,HR,87848.18,0
2551,Charlie Davis,Finance,84287.01,2
2552,Alice Brown,Finance,39481.77,1
2553,Sophia Garcia,HR,84714.1,0
2554,John Doe,HR,52694.08,1
2555,Alice Brown,Finance,34103.41,0
2556,Olivia White,Engineering,31472.49,0
2557,Jane Smith,Marketing,49420.18,1
2558,Jane Smith,Sales,60642.05,2
2559,Emily Wilson,HR,46530.92,1
2560,Sophia Garcia,Finance,37588.49,2
2561,Olivia White,HR,49037.53,2
2562,Bob Johnson,Engineering,54967.42,2
2563,Bob Johnson,HR,31709.84,0
2564,Emily Wilson,HR,94295.97,1
2565,Jane Smith,Finance,57814.32,1
2566,Jane Smith,HR,78154.29,1
2567,Sophia Garcia,Sales,96474.77,0
2568,Alice Brown,Finance,40802.37,2
2569,Bob Johnson,Finance,83949.85,0
2570,Olivia White,Sales,94635.5,2
2571,John Doe,Marketing,97675.61,1
2572,Charlie Davis,Finance,99370.92,1
2573,Michael Lee,Engineering,66206.64,0
2574,David Martinez,Finance,38251.0,0
2575,Emily Wilson,HR,35265.07,1
2576,Bob Johnson,Sales,65751.15,1
2577,Olivia White,Engineering,98211.85,1
2578,Jane Smith,HR,31192.99,2
2579,Michael Lee,Marketing,45222.42,1
2580,Alice Brown,Marketing,62515.14,0
2581,Alice Brown,HR,62632.43,2
2582,Emily Wilson,Engineering,41841.62,0
2583,Bob Johnson,Finance,96574.33,2
2584,Sophia Garcia,Sales,58992.58,2
2585,Olivia White,Sales,92973.0,2
2586,Alice Brown,Sales,92270.83,2
2587,Jane Smith,HR,77464.5,2
2588,Charlie Davis,Sales,98938.32,2
2589,Michael Lee,HR,68075.74,2
2590,Charlie Davis,Marketing,59528.06,1
2591,Charlie Davis,Marketing,70418.05,1
2592,Michael Lee,Finance,93736.52,0
2593,Jane Smith,HR,65510.05,2
2594,Olivia White,Engineering,83181.02,1
2595,Emily Wilson,Finance,32922.62,1
2596,Sophia Garcia,Engineering,99567.72,1
2597,Bob Johnson,HR,94090.68,2
2598,Michael Lee,Engineering,94287.3,0
2599,Bob Johnson,Sales,57195.01,1
2600,Charlie Davis,Marketing,76105.79,2
2601,David Martinez,Marketing,89705.93,2
2602,David Martinez,Marketing,40961.89,0
2603,Olivia White,Engineering,88060.11,2
2604,Sophia Garcia,Finance,34607.0,1
2605,Sophia Garcia,HR,51017.08,1
2606,Jane Smith,Sales,66449.63,1
2607,Michael Lee,Marketing,61995.61,1
2608,Emily Wilson,Finance,90693.7,1
2609,David Martinez,Engineering,35112.42,1
2610,Sophia Garcia,Engineering,84395.32,1
2611,Emily Wilson,Sales,72139.86,0
2612,Olivia White,Finance,39602.09,1
2613,Michael Lee,Engineering,75100.01,2
2614,Jane Smith,Sales,65506.55,2
2615,Olivia White,Sales,82603.94,1
2616,Alice Brown,Sales,96290.37,1
2617,Charlie Davis,Sales,63645.51,2
2618,Alice Brown,Finance,71689.89,2
2619,Alice Brown,HR,52069.15,2
2620,John Doe,Engineering,95370.59,1
2621,Bob Johnson,Sales,96791.3,0
2622,Bob Johnson,Sales,34040.74,2
2623,Michael Lee,HR,32599.65,2
2624,Charlie Davis,Sales,94491.0,2
2625,Sophia Garcia,Marketing,92308.24,0
2626,Olivia White,HR,38962.64,0
2627,Jane Smith,Engineering,70305.27,2
2628,Charlie Davis,Engineering,48968.45,2
2629,Sophia Garcia,Sales,37620.05,1
2630,Emily Wilson,HR,61439.97,1
2631,Olivia White,Marketing,52305.97,2
2632,Alice Brown,Engineering,35067.14,0
2633,Olivia White,Finance,71941.36,2
2634,Sophia Garcia,Sales,32738.29,1
2635,Emily Wilson,Marketing,70207.78,0
2636,Olivia White,HR,74412.11,1
2637,Sophia Garcia,Marketing,31551.26,1
2638,David Martinez,Finance,79831.71,2
2639,Alice Brown,Engineering,80937.91,0
2640,Michael Lee,Finance,39916.74,2
2641,Bob Johnson,Engineering,77244.04,2
2642,Michael Lee,HR,74634.42,1
2643,Sophia Garcia,Sales,82243.43,1
2644,Jane Smith,Finance,85850.88,2
2645,Alice Brown,Engineering,92028.85,1
2646,Emily Wilson,Marketing,70730.74,2
2647,John Doe,HR,54454.95,1
2648,Bob Johnson,Marketing,55982.01,1
2649,David Martinez,Engineering,47250.51,2
2650,David Martinez,Sales,63460.55,2
2651,Bob Johnson,Engineering,82018.55,1
2652,John Doe,Engineering,87682.55,0
2653,Alice Brown,Engineering,81258.18,2
2654,Charlie Davis,HR,59956.31,2
2655,John Doe,HR,91560.96,1
2656,Olivia White,Finance,91352.27,2
2657,David Martinez,Engineering,73176.48,2
2658,Michael Lee,Sales,67236.27,0
2659,Michael Lee,HR,78329.32,2
2660,Charlie Davis,HR,93657.23,2
2661,John Doe,HR,89807.74,0
2662,Emily Wilson,Engineering,45121.94,2
2663,David Martinez,HR,38894.67,2
2664,Sophia Garcia,Engineering,41473.8,1
2665,Olivia White,Sales,62385.0,1
2666,Olivia White,Marketing,47114.94,2
2667,Bob Johnson,Marketing,70679.62,0
2668,Alice Brown,Sales,39536.29,1
2669,Sophia Garcia,HR,55766.71,0
2670,Bob Johnson,Sales,64129.11,0
2671,Emily Wilson,Marketing,89434.6,1
2672,Olivia White,Marketing,45199.15,0
2673,Michael Lee,Finance,96409.31,2
2674,Sophia Garcia,Sales,62391.35,0
2675,Olivia White,Finance,65692.72,2
2676,Emily Wilson,Sales,62264.66,0
2677,Charlie Davis,HR,59607.61,2
2678,Charlie Davis,Engineering,45546.82,1
2679,Sophia Garcia,Marketing,35900.81,1
2680,Alice Brown,Sales,44991.01,0
2681,David Martinez,Engineering,91206.48,1
2682,Michael Lee,Marketing,92123.52,0
2683,Alice Brown,Finance,42851.48,1
2684,Alice Brown,Finance,64878.88,2
2685,Jane Smith,Sales,79242.29,0
2686,Emily Wilson,Marketing,41400.41,0
2687,John Doe,Finance,86694.35,1
2688,Sophia Garcia,Engineering,76294.26,2
2689,John Doe,Marketing,30608.77,2
2690,Jane Smith,HR,89360.03,1
2691,David Martinez,Finance,58893.57,1
